,mfcc,mfcc.1,mfcc.2,mfcc.3,mfcc.4,mfcc.5,mfcc.6,mfcc.7,mfcc.8,mfcc.9,mfcc.10,mfcc.11,mfcc.12,mfcc.13,mfcc.14,mfcc.15,mfcc.16,mfcc.17,mfcc.18,mfcc.19,mfcc.20,mfcc.21,mfcc.22,mfcc.23,mfcc.24,mfcc.25,mfcc.26,mfcc.27,mfcc.28,mfcc.29,mfcc.30,mfcc.31,mfcc.32,mfcc.33,mfcc.34,mfcc.35,mfcc.36,mfcc.37,mfcc.38,mfcc.39,mfcc.40,mfcc.41,mfcc.42,mfcc.43,mfcc.44,mfcc.45,mfcc.46,mfcc.47,mfcc.48,mfcc.49,mfcc.50,mfcc.51,mfcc.52,mfcc.53,mfcc.54,mfcc.55,mfcc.56,mfcc.57,mfcc.58,mfcc.59,mfcc.60,mfcc.61,mfcc.62,mfcc.63,mfcc.64,mfcc.65,mfcc.66,mfcc.67,mfcc.68,mfcc.69,mfcc.70,mfcc.71,mfcc.72,mfcc.73,mfcc.74,mfcc.75,mfcc.76,mfcc.77,mfcc.78,mfcc.79,mfcc.80,mfcc.81,mfcc.82,mfcc.83,mfcc.84,mfcc.85,mfcc.86,mfcc.87,mfcc.88,mfcc.89,mfcc.90,mfcc.91,mfcc.92,mfcc.93,mfcc.94,mfcc.95,mfcc.96,mfcc.97,mfcc.98,mfcc.99,mfcc.100,mfcc.101,mfcc.102,mfcc.103,mfcc.104,mfcc.105,mfcc.106,mfcc.107,mfcc.108,mfcc.109,mfcc.110,mfcc.111,mfcc.112,mfcc.113,mfcc.114,mfcc.115,mfcc.116,mfcc.117,mfcc.118,mfcc.119,mfcc.120,mfcc.121,mfcc.122,mfcc.123,mfcc.124,mfcc.125,mfcc.126,mfcc.127,mfcc.128,mfcc.129,mfcc.130,mfcc.131,mfcc.132,mfcc.133,mfcc.134,mfcc.135,mfcc.136,mfcc.137,mfcc.138,mfcc.139,track_genre_top
1663,20.992698669,8.496969223,1.7292163372,2.70626688,-0.25048977137,0.7843221426,0.4337759316,0.56663364172,0.81230509281,0.84558957815,2.1331069469,1.9797877073,0.67677235603,0.47364705801,0.15561695397,0.67069232464,0.48632258177,0.9091988802,0.33485147357,0.48888295889,-101.07382965,229.43009949,29.758243561,124.8339386,73.258598328,43.946182251,44.577136993,31.400384903,29.299020767,34.739982605,21.922389984,31.088544846,35.732254028,43.892215729,31.844167709,34.693191528,37.398532867,38.194358826,20.734857559,34.726760864,-213.57000732,182.29333496,-69.118110657,50.173267365,27.929161072,5.625834465,14.546441078,2.3961195946,3.8117978573,1.2066196203,-2.4965395927,5.688313961,7.1574907303,-0.55780285597,2.4206912518,-2.8850317001,2.3236413002,0.84223133326,-4.7112393379,0.25331291556,-210.90261841,188.3249054,-69.473968506,50.324165344,28.83380127,5.336833477,15.104442596,2.5763409138,4.3916931152,1.8744482994,-1.8325310946,6.2496085167,7.4524068832,-0.52109020948,2.7387821674,-3.5121614933,1.3945093155,-0.049993578345,-4.6751294136,0.56500101089,-586.86895752,-8.792966355e-14,-139.88711548,-26.725049973,-18.16544342,-29.743175507,-22.756462097,-27.122348785,-37.088848114,-38.808631897,-43.824256897,-32.311546326,-21.025974274,-27.71072197,-29.886947632,-31.393720627,-24.067380905,-24.2657547,-30.290205002,-29.90247345,-2.9253723621,-2.1664905548,0.37586590648,0.2529117167,-0.20788566768,0.12736314535,-0.32808798552,-0.20741079748,-0.56100261211,-0.5366743803,-0.91778880358,-0.79937362671,-0.19783736765,0.10305032134,-0.22895228863,0.52623409033,0.57060432434,0.6956179142,0.076671138406,-0.18322922289,40.883735657,25.378128052,15.541727066,14.960523605,12.985146523,9.2051963806,7.606979847,7.0007648468,8.1237668991,9.1403617859,8.4123878479,7.2196364403,6.8661136627,7.2148065567,7.5648031235,7.973927021,8.0684318542,7.6518578529,6.9820890427,7.5412516594,Pop
1666,6.0276470184,1.9353302717,0.26665809751,0.92139595747,0.50953322649,0.0040112594143,-0.0064811268821,0.16042794287,0.043799415231,-0.065816171467,0.073244675994,0.11243089288,0.3159045279,0.12694104016,0.28045585752,0.77128982544,-0.036554664373,0.07100803405,0.26924180984,0.89465874434,-66.412101746,245.9263916,73.934341431,126.97685242,59.147708893,57.364902496,48.418510437,43.41293335,35.384227753,38.940174103,38.361915588,35.963764191,36.289463043,29.553710938,38.003894806,32.843170166,39.23361969,47.254573822,34.97832489,49.410697937,-213.97065735,163.68377686,-49.099777222,42.567417145,-1.0709379911,11.241461754,-0.94231003523,3.2956461906,-2.366496563,-0.77557867765,-2.3024208546,0.99685108662,-2.2033083439,-11.948239326,0.86351066828,-6.6021504402,2.5184016228,3.3918383121,-2.9460310936,3.8732843399,-206.87242126,166.9312439,-51.564613342,43.21056366,-1.4880641699,11.259507179,-0.75321924686,3.7854967117,-2.3380303383,-0.51708292961,-2.3797216415,1.1348736286,-2.3192691803,-11.897286415,0.67976295948,-6.7566261292,2.519305706,2.7326865196,-2.9019401073,3.0334105492,-588.26849365,-4.7073456244e-14,-145.73408508,-40.539390564,-70.662353516,-35.6759758,-47.950885773,-47.604717255,-46.373706818,-44.597797394,-44.483440399,-32.622280121,-35.516132355,-45.236557007,-30.544296265,-41.071022034,-32.371086121,-30.722572327,-37.833625793,-27.812860489,-1.7379894257,-0.8976982832,0.1423702538,0.10838433355,-0.0035063251853,-0.045524697751,-0.10198204219,-0.25808697939,-0.082243584096,-0.15292364359,-0.094833679497,-0.038712829351,0.11024809629,0.061177164316,0.16271327436,0.10702905804,-0.01194916293,0.28063362837,0.049329917878,0.63701605797,64.870796204,30.962791443,30.206331253,19.845932007,15.568810463,13.573363304,13.975380898,12.225577354,10.863331795,10.949512482,9.7857084274,8.4159374237,8.0575151443,8.7374610901,8.0166196823,8.2694673538,10.095858574,10.045404434,8.6622419357,9.2571878433,Pop
1673,5.6694002151,2.4685540199,1.7127400637,4.065056324,1.9086178541,1.3806899786,4.4281525612,1.6747984886,0.4564704895,1.3630098104,0.27711722255,-0.45051580667,-0.074382655323,0.29615744948,0.26567617059,0.07061162591,0.12844181061,0.40984851122,-0.078729107976,-0.1083471179,77.543457031,237.89620972,76.493499756,67.766296387,51.695827484,41.274421692,21.559999466,33.635726929,26.452219009,33.254528046,18.187479019,19.029323578,24.363992691,20.966348648,21.76830864,21.570175171,23.502044678,22.377916336,15.712107658,15.021640778,-318.834198,142.41770935,26.382154465,-3.9251935482,-1.4225952625,5.609375,0.0073315314949,-2.3037045002,-0.91266411543,-5.4836587906,-9.291437149,-9.5264253616,-7.3553390503,-6.9287672043,-2.8230011463,1.4824492931,2.046202898,1.2890127897,-2.0882594585,-4.8681936264,-341.0814209,137.88700867,34.646022797,-4.1777968407,-1.8292677402,5.7163538933,1.1398206949,-2.1443529129,-1.1985340118,-5.4844584465,-9.7258796692,-9.5634155273,-7.6007881165,-6.759595871,-2.5657207966,1.6073023081,2.2939884663,1.4159168005,-2.0891592503,-4.7759656906,-483.30380249,-3.019806627e-14,-89.097877502,-66.298805237,-68.007781982,-31.266540527,-44.773639679,-34.209377289,-26.461931229,-29.69609642,-36.106853485,-31.012598038,-32.104522705,-26.820465088,-24.870679855,-20.215724945,-23.021535873,-22.610918045,-20.619544983,-24.508411407,2.0032494068,0.70411986113,-1.3572622538,-0.14795307815,0.10880219191,-0.087819628417,-1.5318343639,-0.32275652885,0.24462386966,0.011288626119,0.23095753789,0.081615969539,0.23034545779,-0.060177866369,-0.21206532419,-0.11768481135,-0.24393764138,-0.25319698453,0.023556793109,-0.089008867741,56.122871399,19.066871643,23.761692047,12.389395714,9.5148801804,6.5767493248,7.8952684402,5.7264103889,5.6084918976,5.8328843117,6.8783388138,6.8322587013,6.8851075172,5.2626271248,4.9889965057,4.9491076469,6.0767507553,4.989777565,4.7660689354,5.0577301979,Experimental
1680,1.5382989645,2.2639801502,0.19788621366,0.0017161177238,-0.15651018918,0.014809858985,-0.084478065372,-0.052305676043,0.55005097389,0.20770823956,0.19215583801,0.43490546942,0.85154151917,0.58576911688,0.56540083885,0.33000004292,0.43909877539,-0.057935081422,1.1318062544,0.78375715017,-9.6371173859,222.03051758,52.405635834,75.886940002,53.031333923,42.315071106,28.659845352,42.928535461,20.495254517,32.979812622,35.729255676,31.455080032,33.655208588,37.307132721,33.496501923,36.029857635,47.484924316,33.879699707,36.129066467,44.228542328,-227.05418396,144.78739929,-25.222333908,23.338403702,4.4214086533,0.6702657342,-4.793586731,7.2661356926,-11.381706238,-6.2729520798,-3.5795574188,-7.8191843033,-7.4351344109,-1.9297008514,-1.2478569746,-8.3772277832,-7.3269510269,-3.6597323418,-7.857509613,-5.8063807487,-219.27758789,150.26341248,-26.03250885,24.151891708,4.3034443855,1.1133244038,-4.6642541885,7.1772661209,-10.703325272,-6.2691435814,-3.5531792641,-8.1957883835,-7.7270526886,-1.8702242374,-1.3683191538,-8.231584549,-7.6821722984,-3.9295814037,-8.3236455917,-6.3931908607,-535.39422607,-17.821798325,-102.58274841,-26.136352539,-39.862728119,-45.392280579,-41.282802582,-36.639919281,-56.598205566,-40.402168274,-42.524868011,-43.707717896,-41.703170776,-37.579124451,-46.363571167,-43.799507141,-43.719688416,-36.633472443,-44.992706299,-38.642311096,-0.8970040679,-1.1438597441,0.28395375609,-0.26191082597,0.045616798103,-0.25562882423,-0.10130997002,0.066894538701,-0.4282373786,0.072496667504,0.048521101475,0.27278774977,0.3316514194,0.038114119321,0.050950944424,-0.073569208384,0.22940732539,0.13962335885,0.47193852067,0.46165835857,82.079238892,34.763763428,18.725744247,13.954509735,12.525960922,10.879151344,9.2992477417,9.416510582,9.9949846268,9.0019454956,8.5502271652,8.8135471344,8.0497150421,8.4423618317,7.8776507378,9.1079092026,8.9230251312,9.7528877258,9.0291500092,9.8433122635,International
1681,2.9317202568,0.42542740703,0.59549075365,0.92186516523,0.16076238453,0.92282682657,1.0083881617,2.1167058945,2.4049861431,2.4780282974,0.030733911321,0.72605115175,3.4717698097,0.81358218193,1.5923841,3.3318772316,1.188503623,1.2125850916,0.76919841766,1.5966037512,1.2899433374,201.55967712,74.948043823,111.71060944,47.523246765,81.089195251,58.713157654,59.376838684,49.379547119,56.704387665,31.568702698,35.87141037,58.623321533,46.583629608,52.399204254,50.568752289,35.7853508,45.024013519,40.665794373,46.688583374,-165.74009705,107.33325958,-23.530235291,28.366275787,-4.7471780777,19.219345093,-6.8487634659,13.543474197,-12.774065018,-2.0457713604,-4.1522555351,0.62590169907,-5.2521457672,2.4588124752,1.6856026649,-3.1074485779,-5.5528874397,0.22301715612,-7.8574976921,-5.1773262024,-144.68356323,113.03646088,-22.966880798,29.957864761,-4.8669233322,20.041128159,-6.4853868484,14.654021263,-14.441636086,-2.693582058,-4.034301281,0.44497206807,-7.3314108849,1.6906869411,0.59185546637,-4.2008905411,-6.2302298546,-0.21226547658,-7.4668889046,-5.3847985268,-523.24212646,-34.485027313,-134.75950623,-46.931270599,-56.098594666,-52.919338226,-80.020767212,-48.810066223,-52.809082031,-42.091056824,-43.390647888,-45.917613983,-40.772071838,-43.050655365,-34.603874207,-41.660953522,-39.150913239,-28.948879242,-47.393215179,-37.481910706,-1.6465318203,-0.80436646938,-0.44102594256,-0.54674959183,0.0045343297534,-0.42742213607,0.09336643666,-0.86974090338,1.12725389,0.76511329412,0.00023996492382,-0.12223339826,1.4981383085,0.46723878384,0.84133666754,1.2878094912,0.64073735476,0.56833183765,-0.15207886696,0.48249402642,96.3150177,37.554531097,27.419988632,16.886152267,12.731061935,13.381515503,14.678311348,12.491947174,12.940443993,10.944499969,9.0740470886,10.057060242,13.213518143,11.093621254,10.730633736,10.892943382,9.3004255295,8.5960760117,9.6993532181,9.0363197327,International
1682,6.3735218048,3.801388979,0.64749354124,0.86635613441,0.71811431646,1.9251396656,0.38502788544,0.075559943914,0.014290268533,0.22197310627,0.12337262928,0.16707493365,0.096260465682,0.46891000867,0.83900493383,0.26508635283,-0.018537389114,0.55352282524,0.72064214945,0.52681964636,13.186058998,201.90533447,72.309173584,97.945579529,48.548995972,69.616867065,46.083309174,53.324504852,29.740667343,33.342845917,33.147224426,38.750652313,30.944820404,36.647155762,48.278259277,37.661380768,34.891750336,50.662418365,38.719192505,39.389144897,-171.85826111,134.68884277,-26.573738098,30.011379242,0.27792969346,8.7771959305,-8.3816099167,10.696440697,-10.168856621,-6.7481393814,-6.5121278763,-6.9679441452,-8.4257192612,0.018675299361,-2.2643752098,-5.7049894333,-3.7322943211,-0.76445043087,-5.6300005913,-3.5021493435,-164.35766602,139.01954651,-27.20281601,29.417987823,0.70330512524,8.2727193832,-7.7917952538,10.42917347,-10.224913597,-6.3940477371,-6.5117115974,-7.2570538521,-8.2043819427,-4.1744385726e-14,-2.6973853111,-5.890610218,-4.0692353249,-1.7039413452,-5.6709733009,-4.1941585541,-527.68780518,-21.791955948,-86.311172485,-29.406574249,-55.770458221,-36.405471802,-58.266708374,-23.046796799,-44.878566742,-46.700920105,-44.333450317,-39.778263092,-46.225688934,-36.638282776,-35.728347778,-41.926185608,-42.501285553,-31.931756973,-45.081821442,-50.857624054,-1.6722228527,-1.4112033844,0.40347653627,0.3223477602,-0.27323827147,0.61673212051,-0.10923629254,0.16657859087,0.023297796026,-0.21248334646,0.051747377962,0.188472718,-0.073988802731,-0.024211330339,0.36475563049,0.1543341279,0.16778032482,0.54271739721,0.0070732198656,0.40672495961,68.649436951,29.777086258,18.535951614,12.993597984,12.814758301,11.076816559,12.520942688,9.3223695755,8.8802709579,9.5004959106,9.4483957291,9.2498226166,9.4587841034,8.3539237976,8.6260089874,9.6452827454,9.3167219162,9.7872781754,9.0440168381,9.6252965927,International
1683,1.9204691648,4.6439008713,0.081159025431,0.83377683163,-0.56215375662,0.20069099963,0.40360149741,0.37757694721,0.024340234697,0.21965973079,-0.1306733638,0.11752127111,0.16080629826,0.23841166496,0.44662547112,0.67076969147,0.56401646137,0.64534413815,0.4988719523,0.61072069407,-15.401024818,209.7461853,77.235694885,101.04831696,54.842460632,68.031028748,31.254066467,39.373180389,30.634614944,28.495693207,35.556884766,32.76505661,34.749382019,40.623176575,36.020076752,35.796901703,38.661880493,40.551448822,32.63860321,38.931537628,-194.53939819,133.27807617,-16.997945786,26.285741806,-6.4526414871,10.820203781,-5.6285638809,5.5129327774,-6.7574243546,-2.6213693619,-5.0460629463,-5.8373637199,-5.5947775841,2.0613708496,-2.167116642,-2.2879765034,0.048054404557,-0.72319835424,-6.3549919128,-3.6378467083,-171.5708313,137.42822266,-18.980882645,25.168142319,-4.8104391098,11.660103798,-5.3350720406,5.7552623749,-6.413916111,-2.655564785,-4.7958774567,-5.1660737991,-5.7669315338,1.894321084,-2.0739424229,-2.4764380455,-0.34357604384,-0.69574409723,-6.1490306854,-3.5354261398,-516.6484375,-12.658519745,-81.671432495,-28.030828476,-67.827720642,-36.881710052,-53.095924377,-37.868679047,-46.199409485,-37.827869415,-41.283218384,-46.491893768,-39.066497803,-33.999099731,-44.81961441,-39.606983185,-33.405136108,-47.156215668,-44.769367218,-42.681171417,-1.3270236254,-1.6121940613,0.46102392673,0.49674713612,-0.21773909032,-0.21109080315,-0.19845667481,-0.17510744929,-0.093775294721,0.059144552797,-0.089675173163,-0.30112469196,0.12239792943,0.096161521971,0.044290747494,0.27070018649,0.35029059649,0.056457195431,-0.017321914434,-0.023245641962,90.389823914,30.459367752,22.785144806,16.269750595,18.229537964,13.2993927,9.4861049652,8.4694538116,9.6033658981,8.3651657104,9.4098720551,10.977453232,8.7207393646,9.1913881302,9.4142217636,8.7525444031,8.7421159744,10.040557861,9.7908210754,9.0957574844,International
1684,1.7337495089,2.599864006,-0.11134120822,1.031915307,1.3027755022,0.92109769583,-0.30079182982,0.38391649723,0.0074974191375,-0.26443687081,0.035796184093,0.029940549284,-0.0239209719,0.18185593188,0.21646124125,0.34794947505,0.39811828732,0.82683289051,0.089214429259,0.90093934536,15.959541321,219.40406799,82.11491394,124.11208344,80.250274658,69.149513245,31.621520996,57.261680603,42.993583679,30.833024979,37.269744873,38.492950439,33.68031311,37.341285706,34.96049881,40.427593231,42.182884216,40.152477264,31.777887344,41.472702026,-180.59405518,141.64682007,-13.8947258,35.568195343,5.4890875816,6.5354952812,-9.4088668823,12.169837952,-0.50065749884,-6.6740865707,-0.54580152035,-3.3010940552,-5.3951101303,0.62552046776,-2.0041475296,-7.215364933,-0.53785306215,-4.2113904953,-7.5733866692,-2.719299078,-156.69644165,152.09526062,-14.136226654,33.721328735,4.7460317612,7.0094103813,-8.5963630676,12.614977837,-0.35952103138,-6.1302981377,-0.4870454967,-3.3078069687,-5.2599444389,0.57151174545,-1.5326751471,-7.166285038,-0.99965512753,-4.0586781502,-7.5388970375,-2.7862737179,-488.5206604,-61.116725922,-106.64787292,-34.798721313,-84.83682251,-51.2123909,-58.361732483,-45.780204773,-40.444030762,-52.821804047,-38.852825165,-42.861995697,-42.902389526,-35.655197144,-35.040985107,-43.354656219,-34.609268188,-41.065593719,-41.933223724,-39.039447784,-1.3765512705,-1.5538738966,0.04888420552,0.55909782648,0.084271036088,-0.18824499846,-0.16817808151,-0.25021719933,0.015060702339,-0.19493037462,0.031832884997,0.050907149911,-0.053747039288,-0.0052617406473,-0.20655718446,0.026144398376,0.34817242622,0.012823337689,-0.027498370036,0.25296631455,100.84624481,41.889759064,27.814664841,19.15240097,16.837116241,13.801001549,13.919753075,11.009705544,11.012978554,12.218630791,10.129573822,9.649518013,10.898348808,9.3351697922,8.4064569473,9.130197525,9.6394834518,8.9293689728,10.025123596,8.7550296783,International
1685,0.26991167665,1.9913022518,0.20961931348,0.57497411966,0.59409332275,1.2455528975,0.68615722656,0.43769210577,0.80770277977,0.18389706314,0.53639250994,0.45357996225,-0.057921621948,1.0509520769,1.4380153418,0.072177775204,0.3044936657,0.92828708887,1.3255331516,1.4016128778,-44.278072357,220.48239136,81.885803223,98.836082458,58.435535431,76.272377014,29.604957581,60.371673584,47.054016113,26.790567398,42.704784393,54.995933533,36.722076416,43.314266205,56.119308472,32.277854919,28.805175781,44.853942871,42.525527954,49.106048584,-258.82662964,135.979599,-12.521194458,20.537008286,6.0834107399,5.7595696449,-8.803976059,10.972951889,-4.2141914368,-10.054272652,-4.2645568848,-1.140496254,-10.4117136,-0.22217622399,2.1847250462,-8.9249534607,-6.4598617554,-4.7599534988,-5.669438839,-3.3673510551,-241.19918823,144.18289185,-17.996738434,21.301692963,5.9692091942,5.43120718,-6.4842619896,9.9834957123,-4.2112464905,-8.7007217407,-3.9536983967,-1.990522027,-8.8472805023,-4.4408920985e-14,1.8779842854,-7.0342969894,-6.7222409248,-5.4042730331,-6.1862697601,-4.3166842461,-537.50708008,-68.380256653,-77.915374756,-41.730880737,-76.003257751,-40.235301971,-83.977615356,-24.893102646,-43.658958435,-60.358901978,-50.293403625,-41.524154663,-59.958839417,-42.476444244,-33.827171326,-56.164211273,-39.192024231,-39.985115051,-45.039318085,-43.311588287,-0.7919626832,-1.1970801353,0.80102515221,-0.078875221312,-0.22756528854,0.36158722639,-0.79712325335,0.52121162415,0.21816122532,-0.53050780296,-0.12089052796,0.49853220582,-0.4478174746,0.039861854166,0.33879119158,-0.60509347916,0.1770632565,0.55456578732,0.57807904482,0.74240869284,94.735809326,39.253452301,27.237388611,18.639350891,15.25526619,12.725499153,15.218499184,12.63353157,10.413020134,11.9354105,10.454429626,11.608127594,12.904292107,9.5381917953,9.109998703,11.848072052,8.7747526169,9.9036130905,10.790961266,10.810573578,International
1686,0.16921646893,2.5107893944,1.9553402662,0.27746099234,-0.58050817251,-0.032619290054,0.50326186419,0.68594199419,1.2855871916,0.31339028478,0.23594428599,0.30577215552,0.21463142335,0.25883877277,0.044274989516,0.041308775544,0.080340094864,-0.18272168934,0.082200609148,0.21467716992,-0.66911095381,221.71847534,83.431884766,108.78988647,45.119827271,65.802711487,47.797012329,50.310455322,44.609111786,42.005973816,33.641792297,30.51625061,24.063642502,29.648233414,26.797363281,19.789632797,25.241420746,22.204790115,21.501346588,30.61337471,-213.97190857,121.41579437,-24.694990158,41.145526886,-1.947640419,10.34269619,-2.9692623615,6.984744072,-7.030395031,0.82933038473,-0.30010068417,-4.5934948921,-5.0459108353,-0.68559372425,-0.24725407362,-8.350312233,-5.1562838554,-3.9017343521,-5.0039963722,-3.3938701153,-196.91902161,130.22608948,-29.204263687,42.469097137,-3.1374731064,9.8554639816,-3.580769062,7.1592254639,-7.7105751038,0.12279827893,-0.47160586715,-4.8424248695,-5.2075023651,-0.61777096987,-0.37493184209,-8.5328435898,-5.167424202,-3.6811676025,-4.8330965042,-3.5123448372,-513.42242432,-55.800590515,-103.92249298,-40.602615356,-56.84526825,-38.796928406,-40.050056458,-41.41847229,-50.409481049,-29.392549515,-33.360389709,-34.386787415,-34.66192627,-32.092815399,-26.837854385,-34.661262512,-35.073265076,-34.27141571,-33.345836639,-31.373392105,-0.76773321629,-1.492664814,1.1122984886,-0.37150141597,0.20544193685,0.26863867044,0.44308018684,-0.019891507924,0.53579187393,0.37276697159,0.2644251883,0.28532710671,0.13522738218,0.048835977912,0.10077416152,0.13282819092,-0.0041539748199,-0.11341634393,-0.07792057097,0.095389530063,94.234840393,40.930305481,25.210504532,20.097064972,16.561592102,15.786718369,11.339532852,10.012015343,10.655200958,9.4130220413,8.4861497879,7.9411301613,7.4732813835,6.8227910995,7.1179757118,7.1791095734,7.2882580757,8.0307312012,6.9359836578,7.0248818398,International
1687,0.36296144128,2.5112571716,-0.062574729323,0.3101862669,-0.66781306267,0.21691557765,0.04161003232,-0.064258918166,-8.9912064141e-05,0.014727648348,0.3567738235,0.32774913311,0.58417952061,0.30166369677,0.11724734306,0.57326036692,1.0131597519,1.1434485912,1.1284735203,1.7871092558,-37.341743469,220.40812683,88.411109924,113.36896515,57.294757843,70.858787537,50.323669434,37.789775848,29.282932281,29.249422073,27.728914261,29.372146606,42.370254517,35.017463684,30.851675034,22.962057114,38.651504517,37.475276947,47.995010376,43.618488312,-268.32635498,137.44085693,2.8573246002,22.434484482,-6.6551537514,7.9603204727,-5.0947728157,-2.7679786682,-8.5076217651,-5.5811171532,-9.1702489853,-7.1598734856,-5.3516387939,-2.3470740318,-3.3546075821,-7.8670530319,-8.7006530762,-5.467019558,-6.5772981644,-5.4281573296,-258.97595215,143.20285034,-0.11783799529,21.774930954,-5.9139871597,7.7958731651,-4.9735250473,-2.3405871391,-8.4765119553,-5.590839386,-8.8544425964,-6.7347435951,-5.5074319839,-2.407307148,-3.035380125,-7.2755112648,-9.0872240067,-5.8987622261,-6.5624256134,-6.4048891068,-533.26104736,-23.989549637,-82.346076965,-52.377548218,-67.664367676,-43.844390869,-47.143501282,-47.534072876,-49.524246216,-45.192024231,-49.045406342,-46.9715271,-41.392841339,-39.795139313,-42.921596527,-48.818359375,-39.688529968,-37.531261444,-42.159950256,-42.431972504,-0.6506601572,-1.2601203918,0.48695504665,0.23234173656,-0.0059060337953,0.084312431514,0.12369279563,-0.14695012569,-0.063897140324,0.012489300221,-0.13343335688,-0.24701862037,0.15532277524,0.042129211128,-0.12571384013,-0.35627174377,0.4497307837,0.5223197937,0.24308951199,0.87214905024,83.404159546,34.150211334,27.277963638,17.930591583,21.136529922,12.850236893,12.850860596,11.880389214,9.6562108994,9.4666385651,9.7630929947,9.2745389938,9.914730072,9.4729948044,9.5129499435,8.5999565125,8.9206132889,8.9393253326,9.6326704025,9.6539621353,International
1688,9.6188106537,4.6926140785,0.17428825796,1.0153017044,0.063065268099,0.14708387852,0.44971892238,-0.17691253126,0.32109946012,0.014905940741,0.018087703735,0.20275628567,0.21333865821,0.19179970026,0.60845720768,0.13182085752,0.28192150593,1.7211698294,0.6704415679,0.97417145967,-10.615982056,209.6815033,74.80531311,98.352684021,45.742710114,66.728363037,26.389070511,58.567619324,38.204803467,35.84147644,32.377731323,42.342460632,39.880386353,35.999450684,47.240280151,44.394351959,35.171470642,46.007068634,36.374446869,51.362003326,-160.73948669,136.22834778,-16.890731812,32.382217407,-7.2256579399,8.8157062531,-15.327830315,20.905056,-13.038812637,-3.4268081188,-3.3942673206,-5.4558486938,-9.6085243225,0.17053569853,-3.4707555771,-7.4686450958,-7.1477751732,-3.5753514767,-7.9068717957,-6.3865227699,-152.897995,138.67718506,-17.633634567,32.12638092,-7.1281914711,8.987742424,-14.716979027,21.271644592,-13.327917099,-3.5016431808,-3.3245093822,-6.4333257675,-9.2138767242,0.50219655037,-3.551459074,-7.2529878616,-7.3101568222,-4.1137843132,-8.2383298874,-7.3842844963,-514.69104004,-3.4537553787,-95.478462219,-38.232807159,-57.518550873,-47.834606171,-74.929603577,-24.968191147,-49.334690094,-47.948760986,-34.229717255,-42.753440857,-52.773822784,-38.550693512,-34.701461792,-44.867195129,-38.732124329,-44.645744324,-50.053695679,-36.271427155,-2.2018544674,-1.4395759106,0.11337359995,0.15300881863,-0.014001945965,-0.064023800194,-0.42033731937,-0.15794281662,0.22877798975,-0.030130678788,0.01811859943,0.47022679448,-0.27630645037,-0.27566102147,0.20072282851,-0.11789619923,0.22423061728,0.59515607357,0.18814046681,0.64587956667,64.79246521,29.408830643,23.026052475,14.159192085,11.792996407,13.355284691,12.469013214,10.952054024,9.5882883072,10.863464355,8.191242218,11.476293564,9.5472393036,9.3400468826,8.4614372253,9.3137893677,9.1379432678,8.9331560135,10.033107758,9.8057889938,International
1689,4.6895265579,2.6637904644,1.7735004425,0.25133064389,0.032146211714,-0.23054684699,0.50489580631,0.21886123717,0.12971259654,0.34593597054,0.064950414002,0.43945601583,0.1278180629,0.40049192309,0.53598380089,0.26859584451,0.31064766645,0.23894940317,0.41477382183,0.47386983037,17.023429871,212.58641052,61.510318756,90.948425293,50.537258148,55.205909729,26.172410965,39.577087402,42.358192444,27.606536865,28.276288986,28.766271591,27.284183502,42.367584229,33.03144455,32.187271118,31.464061737,26.364976883,32.014480591,38.468765259,-175.534729,132.14256287,-31.906003952,40.944713593,-3.7170133591,7.1890416145,-9.5338029861,5.5018234253,-7.654586792,-5.3766069412,-7.2787361145,-9.5102701187,-5.1737427711,-1.1087682247,-0.56460547447,-7.8322553635,-4.8824462891,-5.0993027687,-7.7755303383,-4.1544866562,-166.44532776,135.89271545,-32.434295654,41.426025391,-4.0530757904,7.2519183159,-8.7910995483,5.4850320816,-7.9809846878,-5.3857207298,-6.9100241661,-9.7476825714,-5.1817073822,-1.2087088823,-0.52711945772,-7.7392458916,-5.0784583092,-5.1856560707,-7.6037154198,-4.4689555168,-501.10089111,-48.783126831,-110.14767456,-20.678386688,-58.593723297,-40.870632172,-64.706764221,-36.597770691,-42.627605438,-50.19953537,-41.178173065,-49.11170578,-34.469215393,-37.598003387,-36.47914505,-40.61384201,-38.053253174,-42.066688538,-47.841262817,-34.856765747,-1.5512117147,-1.1808828115,0.4932513535,-0.1680880785,0.13097269833,-0.024721262977,-0.45640453696,-0.074011936784,0.16407211125,-0.056059084833,-0.21365988255,0.17486427724,0.041610628366,0.11304628104,-0.08960954845,0.0071518640034,0.13754726946,0.039604473859,-0.030538205057,0.25930079818,66.842079163,29.27781105,19.175542831,14.438583374,13.71659565,13.488161087,11.243556976,8.4779634476,10.544950485,8.7944984436,8.6982946396,8.6690940857,7.6457901001,7.4287939072,7.7262949944,7.6795048714,8.549706459,8.1420097351,8.4255847931,8.2206945419,International
